x	rho	u	p
0.776119	0.265281	0.92701	0.302558
0.781095	0.265161	0.92641	0.302405
0.78607	0.264996	0.925547	0.302178
0.791045	0.264712	0.924397	0.301816
0.79602	0.264229	0.922868	0.301247
0.800995	0.263468	0.920756	0.300395
0.80597	0.262328	0.917843	0.299133
0.810945	0.260715	0.913706	0.297317
0.81592	0.258538	0.907549	0.294814
0.820896	0.255642	0.89831	0.291419
0.825871	0.251781	0.884711	0.286778
0.830846	0.246512	0.865371	0.280287
0.835821	0.239324	0.838063	0.271281
0.840796	0.229927	0.798937	0.259004
0.845771	0.217728	0.744054	0.242604
0.850746	0.202548	0.667374	0.221592
0.855721	0.18486	0.563062	0.196272
0.860697	0.166253	0.431075	0.168506
0.865672	0.14979	0.285604	0.142279
0.870647	0.138036	0.158125	0.122172
0.875622	0.131023	0.0741206	0.110058
0.880597	0.127527	0.0310235	0.104145
0.885572	0.126001	0.0122423	0.101626
0.890547	0.125386	0.00470648	0.100624
0.895522	0.125147	0.00178957	0.100237
0.900498	0.125056	0.00067713	0.10009
0.905473	0.125021	0.000255558	0.100034
0.910448	0.125008	9.62896e-05	0.100013
0.915423	0.125003	3.62306e-05	0.100005
0.920398	0.125001	1.36147e-05	0.100002
0.925373	0.125	5.10932e-06	0.100001
0.930348	0.125	1.91472e-06	0.1
0.935323	0.125	7.16442e-07	0.1
0.940299	0.125	2.67625e-07	0.1
0.945274	0.125	9.97863e-08	0.1
0.950249	0.125	3.71307e-08	0.1
0.955224	0.125	1.37857e-08	0.1
0.960199	0.125	5.1058e-09	0.1
0.965174	0.125	1.88603e-09	0.1
0.970149	0.125	6.94674e-10	0.1
0.975124	0.125	2.55074e-10	0.1
0.9801	0.125	9.33475e-11	0.1
0.985075	0.125	3.40403e-11	0.1
0.99005	0.125	0	0.1
0.995025	0.125	0	0.1
