x	U	
0	1
0.5	1
1	1
1.5	1
2	0.998743
2.5	0.998743
3	0.983331
3.5	0.983331
4	0.904567
4.5	0.904567
5	0.689896
5.5	0.689896
6	0.360782
6.5	0.360782
7	0.0916803
7.5	0.0916803
8	0
8.5	0
9	0
9.5	0
