x	U	
0	1
0.5	0.999963
1	0.999935
1.5	0.999776
2	0.999736
2.5	0.999264
3	0.999207
3.5	0.998012
4	0.997916
4.5	0.995176
5	0.994909
5.5	0.989031
6	0.987916
6.5	0.975554
7	0.970323
7.5	0.94259
8	0.918245
8.5	0.843798
9	0.733854
9.5	0.48304
