x	U	
0	1
0.5	0.999976
1	0.999887
1.5	0.999851
2	0.99955
2.5	0.9995
3	0.998681
3.5	0.998609
4	0.996645
4.5	0.996498
5	0.992174
5.5	0.991661
6	0.982607
6.5	0.98026
7	0.961135
7.5	0.950009
8	0.90468
8.5	0.853314
9	0.719345
9.5	0.489659
