x	U	
0	1
0.5	0.999997
1	0.999994
1.5	0.999982
2	0.999973
2.5	0.999935
3	0.999909
3.5	0.999795
4	0.999698
4.5	0.999357
5	0.998967
5.5	0.997861
6	0.99623
6.5	0.992302
7	0.985432
7.5	0.970362
8	0.941436
8.5	0.880789
9	0.759286
9.5	0.50929
