x	U	
0	1
0.5	0.999997
1	0.99999
1.5	0.999984
2	0.999958
2.5	0.999943
3	0.999866
3.5	0.999816
4	0.999595
4.5	0.999403
5	0.998743
5.5	0.997953
6	0.995794
6.5	0.992467
7	0.984672
7.5	0.970623
8	0.940304
8.5	0.881127
9	0.758068
9.5	0.509526
