x	U	
0	1
0.5	0.9999
1	0.999366
1.5	0.999289
2	0.997066
2.5	0.99702
3	0.98987
3.5	0.989849
4	0.970818
4.5	0.970811
5	0.928365
5.5	0.928361
6	0.84882
6.5	0.848755
7	0.723616
7.5	0.722674
8	0.557192
8.5	0.547189
9	0.355254
9.5	0.272613
