x	U	
0	1
0.5	0.999989
1	0.999951
1.5	0.999932
2	0.999804
2.5	0.999773
3	0.999424
3.5	0.999363
4	0.998511
4.5	0.998337
5	0.996358
5.5	0.995687
6	0.991053
6.5	0.988138
7	0.976269
7.5	0.963396
8	0.927644
8.5	0.871448
9	0.74434
9.5	0.502637
