x	U	
0	1
0.5	0.999989
1	0.99998
1.5	0.999935
2	0.999919
2.5	0.999786
3	0.999751
3.5	0.999405
4	0.999308
4.5	0.998458
5	0.9981
5.5	0.99599
6	0.994495
6.5	0.988794
7	0.982335
7.5	0.964592
8	0.936742
8.5	0.873143
9	0.754178
9.5	0.503877
