x	U	
0	1
0.5	0.999997
1	0.999993
1.5	0.999979
2	0.999971
2.5	0.999928
3	0.999901
3.5	0.999777
4	0.99968
4.5	0.999315
5	0.998926
5.5	0.997775
6	0.996151
6.5	0.992141
7	0.985291
7.5	0.970097
8	0.941224
8.5	0.88044
9	0.759056
9.5	0.509043
