x	U	
0	1
0.5	1
1	1
1.5	1
2	1
2.5	1
3	0.988355
3.5	0.988355
4	0.893138
4.5	0.893138
5	0.601185
5.5	0.601185
6	0.203322
6.5	0.203322
7	0
7.5	0
8	0
8.5	0
9	0
9.5	0
