x	U	
0	1
0.5	0.999944
1	0.999904
1.5	0.999662
2	0.999608
2.5	0.998883
3	0.998816
3.5	0.99697
4	0.996877
4.5	0.992668
5	0.992453
5.5	0.983625
6	0.982727
6.5	0.965158
7	0.960685
7.5	0.925214
8	0.90324
8.5	0.820566
9	0.71727
9.5	0.466534
