x	U	
0	1
0.5	0.999906
1	0.999844
1.5	0.999425
2	0.999352
2.5	0.998065
3	0.997988
3.5	0.994663
4	0.994583
4.5	0.986976
5	0.986844
5.5	0.971156
6	0.970607
6.5	0.941004
7	0.937869
7.5	0.884814
8	0.867479
8.5	0.766679
9	0.677636
9.5	0.428327
