x	U	
0	1
0.5	0.999866
1	0.999786
1.5	0.999165
2	0.999081
2.5	0.997117
3	0.997042
3.5	0.991846
4	0.991785
4.5	0.979761
5	0.979693
5.5	0.955042
6	0.954756
6.5	0.90966
7	0.907691
7.5	0.832707
8	0.820064
8.5	0.697863
9	0.625149
9.5	0.379884
