x	U	
0	1
0.5	0.999987
1	0.999943
1.5	0.999923
2	0.999775
2.5	0.999742
3	0.99934
3.5	0.999278
4	0.998302
4.5	0.998132
5	0.995895
5.5	0.995244
6	0.990125
6.5	0.987281
7	0.974614
7.5	0.961951
8	0.925139
8.5	0.8695
9	0.741618
9.5	0.501246
