x	U	
0	1
0.5	0.999998
1	0.999992
1.5	0.999987
2	0.999966
2.5	0.999952
3	0.999889
3.5	0.99984
4	0.999651
4.5	0.999458
5	0.998866
5.5	0.998068
6	0.996035
6.5	0.992683
7	0.985095
7.5	0.97098
8	0.940937
8.5	0.8816
9	0.758751
9.5	0.509861
