x	U	
0	1
0.5	0.999897
1	0.999887
1.5	0.998782
2	0.998782
2.5	0.992007
3	0.992007
3.5	0.96431
4	0.96431
4.5	0.885044
5	0.885044
5.5	0.723014
6	0.723014
6.5	0.486434
7	0.486434
7.5	0.244633
8	0.244633
8.5	0.079875
9	0.079875
9.5	0.0125172
