x	U	
0	1
0.5	0.999992
1	0.999967
1.5	0.999954
2	0.99987
2.5	0.999845
3	0.999614
3.5	0.999557
4	0.998979
4.5	0.998798
5	0.997394
5.5	0.996675
6	0.993121
6.5	0.990039
7	0.979948
7.5	0.966586
8	0.933201
8.5	0.875736
9	0.750375
9.5	0.505695
