x	U	
0	1
0.5	0.99999
1	0.999957
1.5	0.999941
2	0.999829
2.5	0.999801
3	0.999497
3.5	0.999437
4	0.99869
4.5	0.998514
5	0.996756
5.5	0.996067
6	0.991849
6.5	0.988872
7	0.977688
7.5	0.96463
8	0.929789
8.5	0.873109
9	0.746671
9.5	0.503822
