x	U	
0	1
0.5	0.999894
1	0.999826
1.5	0.999347
2	0.999269
2.5	0.997786
3	0.997709
3.5	0.993852
4	0.993778
4.5	0.984928
5	0.984818
5.5	0.966614
6	0.966156
6.5	0.932176
7	0.929422
7.5	0.870085
8	0.854204
8.5	0.747129
9	0.662922
9.5	0.414517
