x	U	
0	1
0.5	0.99985
1	0.999765
1.5	0.999061
2	0.998977
2.5	0.996721
3	0.996649
3.5	0.990613
4	0.990561
4.5	0.976513
5	0.976463
5.5	0.947694
6	0.947483
6.5	0.89537
7	0.893786
7.5	0.809162
8	0.798268
8.5	0.667133
9	0.601122
9.5	0.358429
