x	U	
0	1
0.5	0.999963
1	0.999531
1.5	0.999524
2	0.996557
2.5	0.996557
3	0.982909
3.5	0.982909
4	0.938271
4.5	0.938271
5	0.831817
5.5	0.831817
6	0.645298
6.5	0.645298
7	0.407003
7.5	0.407003
8	0.19051
8.5	0.19051
9	0.057748
9.5	0.0536361
