x	U	
0	1
0.5	0.999996
1	0.999985
1.5	0.999978
2	0.99994
2.5	0.999923
3	0.999815
3.5	0.999764
4	0.999472
4.5	0.999282
5	0.998475
5.5	0.9977
6	0.995265
6.5	0.99199
7	0.983741
7.5	0.969835
8	0.938908
8.5	0.880078
9	0.756559
9.5	0.508782
