x	U	
0	1
0.5	0.999968
1	0.999943
1.5	0.999805
2	0.999768
2.5	0.99936
3	0.999306
3.5	0.998271
4	0.998173
4.5	0.995792
5	0.99551
5.5	0.990348
6	0.989171
6.5	0.978074
7	0.972636
7.5	0.946793
8	0.921829
8.5	0.849414
9	0.737806
9.5	0.487031
