x	U	
0	1
0.5	0.999917
1	0.999861
1.5	0.999495
2	0.999427
2.5	0.998311
3	0.998236
3.5	0.995368
4	0.995284
4.5	0.988735
5	0.988582
5.5	0.975035
6	0.974396
6.5	0.948536
7	0.945035
7.5	0.897403
8	0.878732
8.5	0.783435
9	0.690113
9.5	0.440189
