x	U	
0	1
0.5	0.999943
1	0.999714
1.5	0.999643
2	0.998834
2.5	0.998757
3	0.996494
3.5	0.996417
4	0.99092
4.5	0.990834
5	0.978912
5.5	0.978688
6	0.955301
6.5	0.954089
7	0.911779
7.5	0.904713
8	0.829694
8.5	0.791368
9	0.637866
9.5	0.445152
