x	U	
0	1
0.5	0.99991
1	0.999335
1.5	0.999283
2	0.996608
2.5	0.996587
3	0.987172
3.5	0.987166
4	0.960695
4.5	0.960695
5	0.900571
5.5	0.900571
6	0.789959
6.5	0.789954
7	0.625508
7.5	0.625307
8	0.429005
8.5	0.425249
9	0.235884
9.5	0.19093
