x	U	
0	1
0.5	0.999792
1	0.9997
1.5	0.99861
2	0.998544
2.5	0.994702
3	0.994665
3.5	0.983611
4	0.983595
4.5	0.956872
5	0.956866
5.5	0.902234
6	0.90221
6.5	0.80769
7	0.807338
7.5	0.668945
8	0.665027
8.5	0.490855
9	0.456991
9.5	0.238553
