x	U	
0	1
0.5	0.999979
1	0.999902
1.5	0.999869
2	0.999608
2.5	0.999562
3	0.998853
3.5	0.998783
4	0.997081
4.5	0.996928
5	0.993158
5.5	0.992612
6	0.984604
6.5	0.982137
7	0.964725
7.5	0.953215
8	0.910137
8.5	0.857672
9	0.725289
9.5	0.492783
