x	U	
0	1
0.5	0.999846
1	0.999819
1.5	0.998554
2	0.998549
2.5	0.992073
3	0.992073
3.5	0.968245
4	0.968245
4.5	0.903301
5	0.903301
5.5	0.770546
6	0.770546
6.5	0.567018
7	0.567018
7.5	0.335885
8	0.335885
8.5	0.146898
9	0.145547
9.5	0.0387778
