x	U	
0	1
0.5	0.999995
1	0.999981
1.5	0.999972
2	0.999923
2.5	0.999904
3	0.999767
3.5	0.999714
4	0.999353
4.5	0.999165
5	0.998216
5.5	0.997455
6	0.994753
6.5	0.991526
7	0.982837
7.5	0.969066
8	0.937551
8.5	0.879053
9	0.75509
9.5	0.508054
