x	U	
0	1
0.5	0.999998
1	0.999996
1.5	0.999988
2	0.999981
2.5	0.999954
3	0.99993
3.5	0.999846
4	0.99975
4.5	0.999474
5	0.999079
5.5	0.998103
6	0.996452
6.5	0.992752
7	0.985824
7.5	0.971096
8	0.942024
8.5	0.881759
9	0.759922
9.5	0.509974
