x	U	
0	1
0.5	0.999819
1	0.999726
1.5	0.998837
2	0.998756
2.5	0.995795
3	0.995738
3.5	0.98758
4	0.987546
4.5	0.968263
5	0.968241
5.5	0.9288
6	0.928708
6.5	0.858737
7	0.857856
7.5	0.749611
8	0.742319
8.5	0.590712
9	0.539922
9.5	0.305697
