x	U	
0	1
0.5	0.999996
1	0.999992
1.5	0.999977
2	0.999968
2.5	0.99992
3	0.999892
3.5	0.999755
4	0.999659
4.5	0.999266
5	0.99888
5.5	0.997674
6	0.996058
6.5	0.991953
7	0.985127
7.5	0.969789
8	0.940976
8.5	0.880033
9	0.758787
9.5	0.508755
