x	U	
0	1
0.5	0.99994
1	0.999421
1.5	0.999402
2	0.996425
2.5	0.996422
3	0.984246
3.5	0.984246
4	0.946911
4.5	0.946911
5	0.859691
5.5	0.859691
6	0.703687
6.5	0.703687
7	0.491091
7.5	0.491091
8	0.273803
8.5	0.273359
9	0.11138
9.5	0.0977349
