x	U	
0	1
0.5	0.999972
1	0.99987
1.5	0.99983
2	0.999483
2.5	0.999429
3	0.998483
3.5	0.998409
4	0.996141
4.5	0.996001
5	0.991029
5.5	0.990552
6	0.980278
6.5	0.978062
7	0.95694
7.5	0.946242
8	0.898299
8.5	0.848186
9	0.712395
9.5	0.485981
