x	U	
0	1
0.5	0.999986
1	0.999974
1.5	0.999915
2	0.999895
2.5	0.99972
3	0.999681
3.5	0.999232
4	0.999134
4.5	0.998055
5	0.99771
5.5	0.995144
6	0.993704
6.5	0.987197
7	0.980909
7.5	0.961953
8	0.934565
8.5	0.869635
9	0.751798
9.5	0.501389
