x	U	
0	1
0.5	0.999951
1	0.999915
1.5	0.999705
2	0.999656
2.5	0.999028
3	0.998964
3.5	0.997368
4	0.997274
4.5	0.993632
5	0.993398
5.5	0.98571
6	0.984734
6.5	0.969174
7	0.964425
7.5	0.931932
8	0.909074
8.5	0.829549
9	0.723724
9.5	0.472915
