x	U	
0	1
0.5	0.999835
1	0.999745
1.5	0.998951
2	0.998868
2.5	0.99628
3	0.996215
3.5	0.9892
4	0.989156
4.5	0.972714
5	0.97268
5.5	0.939033
6	0.938888
6.5	0.878553
7	0.877336
7.5	0.78167
8	0.772575
8.5	0.631605
9	0.572921
9.5	0.333792
