x	U	
0	1
0.5	0.999922
1	0.999359
1.5	0.999323
2	0.996462
2.5	0.996452
3	0.985709
3.5	0.985707
4	0.954334
4.5	0.954334
5	0.882185
5.5	0.882185
6	0.751089
6.5	0.751089
7	0.563505
7.5	0.563457
8	0.354253
8.5	0.352585
9	0.172599
9.5	0.14482
