x	U	
0	1
0.5	0.999994
1	0.999975
1.5	0.999965
2	0.9999
2.5	0.999879
3	0.999701
3.5	0.999647
4	0.999194
4.5	0.999009
5	0.997866
5.5	0.997123
6	0.99406
6.5	0.990896
7	0.981612
7.5	0.968017
8	0.935708
8.5	0.877653
9	0.753093
9.5	0.507059
