x	U	
0	1
0.5	0.999975
1	0.999956
1.5	0.999852
2	0.999822
2.5	0.999515
3	0.999467
3.5	0.998688
4	0.99859
4.5	0.996779
5	0.996472
5.5	0.992449
6	0.991165
6.5	0.982083
7	0.976293
7.5	0.953468
8	0.927479
8.5	0.858327
9	0.744024
9.5	0.493363
