x	U	
0	1
0.5	0.999984
1	0.99997
1.5	0.999903
2	0.99988
2.5	0.999679
3	0.999639
3.5	0.999124
4	0.999026
4.5	0.997803
5	0.997466
5.5	0.994615
6	0.993207
6.5	0.986196
7	0.98001
7.5	0.960296
8	0.933191
8.5	0.867429
9	0.750293
9.5	0.499824
