x	U	
0	1
0.5	0.999901
1	0.999404
1.5	0.99932
2	0.997326
2.5	0.99727
3	0.991059
3.5	0.991028
4	0.974827
4.5	0.974815
5	0.938924
5.5	0.938912
6	0.871177
6.5	0.871045
7	0.762113
7.5	0.760589
8	0.610443
8.5	0.596687
9	0.407974
9.5	0.306869
