x	U	
0	1
0.5	0.999972
1	0.99995
1.5	0.99983
2	0.999797
2.5	0.999443
3	0.999392
3.5	0.998494
4	0.998397
4.5	0.996322
5	0.996027
5.5	0.991478
6	0.990245
6.5	0.980233
7	0.974609
7.5	0.950389
8	0.92488
8.5	0.854218
9	0.741166
9.5	0.490444
