x	U	
0	1
0.5	0.999949
1	0.999748
1.5	0.999683
2	0.998978
2.5	0.998904
3	0.996948
3.5	0.99687
4	0.992138
4.5	0.992041
5	0.981779
5.5	0.98151
6	0.961251
6.5	0.959853
7	0.922546
7.5	0.914746
8	0.846007
8.5	0.805116
9	0.65553
9.5	0.455033
