x	U	
0	1
0.5	1
1	1
1.5	0.999587
2	0.999587
2.5	0.99368
3	0.99368
3.5	0.957457
4	0.957457
4.5	0.834048
5	0.834048
5.5	0.581782
6	0.581782
6.5	0.272382
7	0.272382
7.5	0.0615633
8	0.0615633
8.5	0
9	0
9.5	0
