x	U	
0	1
0.5	0.99988
1	0.999806
1.5	0.99926
2	0.999179
2.5	0.997471
3	0.997394
3.5	0.992919
4	0.992851
4.5	0.982543
5	0.982454
5.5	0.961291
6	0.960921
6.5	0.92182
7	0.919457
7.5	0.852855
8	0.838542
8.5	0.724352
9	0.645577
9.5	0.398473
