x	U	
0	1
0.5	0.999997
1	0.999994
1.5	0.999984
2	0.999976
2.5	0.999941
3	0.999915
3.5	0.999811
4	0.999714
4.5	0.999393
5	0.999001
5.5	0.997936
6	0.996299
6.5	0.992441
7	0.985554
7.5	0.970589
8	0.941618
8.5	0.881089
9	0.759484
9.5	0.509502
