x	U	
0	1
0.5	1
1	0.999864
1.5	0.999864
2	0.997647
2.5	0.997647
3	0.981781
3.5	0.981781
4	0.916917
4.5	0.916917
5	0.751179
5.5	0.751179
6	0.480144
6.5	0.480144
7	0.203128
7.5	0.203128
8	0.0413398
8.5	0.0413398
9	0
9.5	0
