x	U	
0	1
0.5	0.999981
1	0.999966
1.5	0.999888
2	0.999863
2.5	0.999632
3	0.999589
3.5	0.998999
4	0.998901
4.5	0.997511
5	0.997183
5.5	0.993999
6	0.992628
6.5	0.985029
7	0.97896
7.5	0.958362
8	0.93158
8.5	0.864853
9	0.748528
9.5	0.497996
