x	U	
0	1
0.5	0.999955
1	0.999955
1.5	0.999136
2	0.999136
2.5	0.992435
3	0.992435
3.5	0.960473
4	0.960473
4.5	0.862472
5	0.862472
5.5	0.662144
6	0.662144
6.5	0.389144
7	0.389144
7.5	0.149981
8	0.149981
8.5	0.0277597
9	0.0277597
9.5	0
