x	U	
0	1
0.5	0.999905
1	0.999448
1.5	0.999361
2	0.997587
2.5	0.997521
3	0.992133
3.5	0.992093
4	0.978272
4.5	0.978251
5	0.947802
5.5	0.947777
6	0.889955
6.5	0.889727
7	0.794924
7.5	0.792708
8	0.656984
8.5	0.639317
9	0.455244
9.5	0.336745
