x	U	
0	1
0.5	0.999992
1	0.999984
1.5	0.999951
2	0.999936
2.5	0.999835
3	0.999803
3.5	0.999535
4	0.999437
4.5	0.998757
5	0.998389
5.5	0.996616
6	0.995078
6.5	0.989971
7	0.98338
7.5	0.966532
8	0.938333
8.5	0.875719
9	0.755913
9.5	0.505702
