x	U	
0	1
0.5	0.999979
1	0.999961
1.5	0.999872
2	0.999844
2.5	0.999578
3	0.999533
3.5	0.998855
4	0.998757
4.5	0.997172
5	0.996854
5.5	0.993283
6	0.991953
6.5	0.983669
7	0.977731
7.5	0.956104
8	0.929693
8.5	0.861843
9	0.746457
9.5	0.49586
