x	U	
0	1
0.5	0.999783
1	0.999697
1.5	0.998512
2	0.998457
2.5	0.994109
3	0.994083
3.5	0.981203
4	0.981194
4.5	0.949589
5	0.949587
5.5	0.884979
6	0.884971
6.5	0.774905
7	0.774726
7.5	0.618772
8	0.616271
8.5	0.431313
9	0.405976
9.5	0.199778
